id,course_name,school_name,school_id,faculty_name,faculty_id,enroll_count,start_time,end_time,deleted
1461781180,案例心血管药理学,南京大学,9002,杜荣辉,1448396817,100.0,1708912800000,1718550000000,False
1461814177,学术性阅读：语言与思维,南京大学,9002,夏珺,1028805515,86.0,1709517600000,1718982000000,False
1461797178,分子光谱与成像,南京大学,9002,王伟,1419920906,35.0,1709690400000,1719241200000,False
1461812174,中国近现代史纲要,南京大学,9002,熊秋良,1448398811,82.0,1709510400000,1720366200000,False
1461786174,Intermediate Financial Accounting,南京大学,9002,薛清梅,1448426806,585.0,1609207200000,1614524400000,False
1461619168,化工基础实验,南京大学,9002,周爱东,1019766527,37.0,1708912800000,1719741600000,False
1461574165,人类生殖与胚胎发生,南京大学,9002,李冬梅,1447123230,451.0,1694563200000,1705764600000,False
1461540167,地球的故事：如何建造一个宜居行星,南京大学,9002,惠鹤九,1446673860,13.0,1709517600000,1719759600000,False
1461521169,儒家伦理,南京大学,9002,韩玉胜,1434297151,321.0,1704070800000,1717169400000,False
1461104174,千亿星辰,南京大学,9002,陈鹏飞,1017189951,372.0,1676858400000,1686841200000,False
1460625162,生物医药创新创业——“药神”的成长之路,南京大学,9002,华子春,1429082431,43.0,1708912800000,1718724600000,False
1450307351,数据科学基础,南京大学,9002,陈振宇,1017255786,4681.0,1582164000000,1588258800000,False
1450307349,电磁学,南京大学,9002,吴小山,1442718158,50.0,1710468000000,1718463600000,False
1450296344,C程序设计（下）,南京大学,9002,金莹,1403800815,25.0,1711332000000,1718895600000,False
1449998166,古生物学,南京大学,9002,史宇坤,1412203674,211.0,1708653600000,1718550000000,False
1449589161,当代社会中的科学与技术,南京大学,9002,刘鹏,1016918070,251.0,1709085600000,1719586800000,False
1449543161,信息资源管理导论,南京大学,9002,孙建军,1409115808,1815.0,1662343200000,1693490400000,False
1449542161,西方人文主义史略,南京大学,9002,于文杰,1409108799,671.0,1692583200000,1705762800000,False
1449521162,计算机系统基础（四）：编程与调试实践,南京大学,9002,苏丰,1409109707,107.0,1709517600000,1719759600000,False
1449518164,国际汉语初级课堂教学,南京大学,9002,王天星,1409112094,1456.0,1614564000000,1623771000000,False
1449489165,西方思想经典,南京大学,9002,朱刚,1493615,346.0,1709172000000,1717686000000,False
1449482167,探寻城市数字密码,南京大学,9002,胡宏,1408986097,90.0,1706752800000,1719759600000,False
1449333163,中国新文学史,南京大学,9002,丁帆,1496775,218.0,1709258400000,1718897400000,False
1449341162,知识创新与学术规范,南京大学,9002,叶继元,1408308919,248.0,1708912800000,1718031600000,False
1449346162,探索数据的奥秘,南京大学,9002,黄晓林,1408307963,67.0,1708912800000,1719761400000,False
1449346161,区块链与创新思维,南京大学,9002,颜嘉麒,1408303598,1038.0,1706752800000,1714489200000,False
1449345161,目录学,南京大学,9002,郑建明,1408306345,427.0,1677636000000,1687964400000,False
1449344161,建筑设备,南京大学,9002,吴蔚,1408304361,202.0,1709172000000,1719759600000,False
1449343161,大学思辨英语听力,南京大学,9002,王艳,1408303548,534.0,1709863200000,1717858800000,False
1449342161,大学法语：法语语音基础,南京大学,9002,周越,1408267717,1039.0,1708912800000,1719759600000,False
1207548806,数据思维,南京大学,9002,胡广伟,1407675926,215.0,1709258400000,1717167600000,False
1207546805,离散元方法与实践,南京大学,9002,刘春,1143917575,29.0,1709690400000,1720191600000,False
1207453804,代谢生物化学,南京大学,9002,杨荣武,1015733528,237.0,1708912800000,1719761400000,False
1207397801,细胞生物学实验,南京大学,9002,薛雅蓉,1406610012,407.0,1708653600000,1719759600000,False
1207303804,理解新时代,南京大学,9002,张明,1406120988,30.0,1709510400000,1719761400000,False
1207130820,数学分析（二）：多元微积分,南京大学,9002,梅加强,1150565531,152.0,1708912800000,1719759600000,False
1207105805,分子生物学,南京大学,9002,郑伟娟,1017191191,609.0,1708912800000,1718551800000,False
1207025801,灵境——虚拟现实技术的应用,南京大学,9002,金莹,1403800815,646.0,1709514000000,1717599600000,False
1207002811,C程序设计（上）,南京大学,9002,金莹,1403800815,101.0,1709517600000,1717081200000,False
1206700828,英语语音与信息沟通,南京大学,9002,陈桦,1399635513,2537.0,1695348000000,1703948400000,False
1001893005,心理咨询的理论与方法：会谈技巧,南京大学,9002,徐花,1386585703,1576.0,1708912800000,1718463600000,False
1001737032,走进创业,南京大学,9002,王自强/陶向南,6005195,163.0,1709517600000,1718550000000,False
1001967032,中国文化与当代中国,南京大学,9002,程爱民,1024599404,11807.0,1582164000000,1589554800000,False
1002248009,植物与人类,南京大学,9002,田兴军,1030165033,257.0,1696730400000,1705244400000,False
1001785001,职业与创业胜任力,南京大学,9002,费俊峰,1020243382,1432.0,1599444000000,1605625200000,False
1001752346,思想道德与法治,南京大学,9002,李喜英,1019765863,14399.0,1663545600000,1673191800000,False
1003699003,毛泽东思想和中国特色社会主义理论体系概论,南京大学,9002,沈伯平,1019765872,28377.0,1646013600000,1656601200000,False
1003628001,数学分析（一）：一元微积分,南京大学,9002,梅加强,1150565531,940.0,1694397600000,1704034800000,False
1003571003,普通地质学,南京大学,9002,舒良树,1019766280,844.0,1708653600000,1717860600000,False
1003664002,DevOps导论,南京大学,9002,荣国平,1150862145,588.0,1694484000000,1706713200000,False
1003643002,服务计算与服务生态系统,南京大学,9002,贝佳,1150666809,250.0,1694138400000,1704034800000,False
1003651002,地球流体力学,南京大学,9002,房佳蓓,1149774061,46.0,1709517600000,1720364400000,False
1003627001,水力学,南京大学,9002,王栋,1150517484,682.0,1695607200000,1703516400000,False
1003600006,生物化学实验,南京大学,9002,张冬梅,1149760748,323.0,1708912800000,1719154800000,False
1003604005,趣谈天体物理,南京大学,9002,罗新炼,1144465294,1927.0,1694397600000,1704294000000,False
